id,group_id,attribute_id
1471,183,8279
1472,183,8284
1473,183,8285
1474,183,8290
1475,183,8291
1476,183,8293
1477,183,8294
1478,183,8295
1479,183,8296
1480,183,8305
1481,184,8312
1482,184,8316
1483,184,8317
1484,184,8318
1485,184,8321
1486,184,8332
1487,184,8336
1488,184,8340
1489,184,8361
1490,185,8367
1491,185,8368
1492,185,8370
1493,185,8373
1494,185,8374
1495,185,8375
1496,185,8378
1497,186,8415
1498,186,8416
1499,186,8420
1500,186,8423
1501,186,8425
1502,186,8426
1503,186,8429
1504,186,8440
1505,186,8442
1506,187,8510
1507,187,8517
1508,187,8523
1509,187,8526
1510,187,8527
1511,187,8530
1512,187,8531
1513,187,8532
1514,187,8533
1515,187,8540
1516,187,8549
1517,187,8550
1518,187,8551
1519,187,8553
1520,187,8554
1521,187,8558
1522,187,8568
1523,187,8582
1524,187,8598
1525,187,8600
1526,187,8601
1527,187,8604
1528,187,8607
1529,187,8608
1530,187,8609
1531,187,8610
1532,187,8612
1533,187,8623
1534,187,8626
1535,187,8627
1536,187,8631
1537,188,8668
1538,188,8669
1539,188,8671
1540,188,8673
1541,188,8701
1542,189,8709
1543,189,8711
1544,189,8713
1545,189,8714
1546,189,8716
1547,189,8717
1548,189,8718
1549,189,8721
1550,190,8765
1551,190,8766
1552,190,8767
1553,190,8768
1554,190,8776
1555,190,8804
1556,191,8810
1557,191,8811
1558,191,8812
1559,191,8813
1560,191,8814
1561,191,8819
1562,191,8855
1563,191,8860
1564,191,8861
1565,191,8862
1566,191,8864
1567,191,8867
1568,192,8895
1569,192,8896
1570,192,8898
1571,192,8900
1572,192,8903
1573,192,8904
1574,192,8912
1575,192,8924
1576,192,8925
1577,192,8930
1578,192,8935
1579,192,8936
1580,192,8947
1581,192,8948
1582,192,8949
1583,192,8950
1584,193,9004
1585,193,9006
1586,193,9008
1587,193,9012
1588,193,9014
1589,193,9015
1590,193,9016
1591,193,9021
1592,194,9060
1593,194,9061
1594,194,9062
1595,194,9068
1596,194,9069
1597,194,9074
1598,194,9075
1599,194,9082
1600,194,9087
1601,194,9094
1602,195,9135
1603,195,9142
1604,195,9143
1605,195,9144
1606,195,9149
1607,195,9150
1608,195,9151
1609,195,9152
1610,196,9168
1611,196,9169
1612,196,9177
1613,196,9181
1614,196,9182
1615,196,9183
1616,196,9184
1617,196,9185
1618,196,9186
1619,197,9201
1620,197,9212
1621,197,9225
1622,197,9226
1623,197,9229
1624,197,9230
1625,197,9233
1626,197,9234
1627,197,9237
1628,197,9238
1629,197,9239
1630,198,9258
1631,198,9263
1632,198,9264
1633,198,9266
1634,198,9267
1635,198,9268
1636,198,9269
1637,198,9277
1638,198,9280
1639,198,9283
1640,198,9284
1641,199,9297
1642,199,9304
1643,199,9305
1644,199,9306
1645,199,9308
1646,199,9310
1647,200,9324
1648,200,9327
1649,200,9333
1650,200,9334
1651,200,9335
1652,200,9338
1653,200,9341
1654,200,9342
1655,200,9343
1656,201,9363
1657,201,9369
1658,201,9375
1659,202,9389
1660,202,9397
1661,202,9402
1662,202,9403
1663,202,9404
1664,202,9407
1665,202,9408
1666,202,9410
1667,203,9428
1668,203,9432
1669,203,9435
1670,203,9451
1671,203,9452
1672,203,9457
1673,203,9480
1674,203,9483
1675,204,9488
1676,204,9495
1677,204,9502
1678,204,9518
1679,204,9519
1680,204,9524
1681,204,9544
1682,205,9559
1683,205,9570
1684,205,9571
1685,205,9572
1686,205,9573
1687,205,9583
1688,205,9589
1689,205,9592
1690,205,9593
1691,205,9597
1692,205,9598
1693,205,9599
1694,205,9604
1695,205,9615
1696,205,9618
1697,205,9619
1698,205,9623
1699,206,9656
1700,206,9659
1701,206,9667
1702,206,9668
1703,206,9669
1704,206,9670
1705,206,9681
1706,206,9682
1707,206,9689
1708,206,9690
1709,206,9694
1710,206,9695
1711,206,9696
1712,206,9697
1713,206,9698
1714,206,9699
1715,206,9700
1716,206,9702
1717,206,9714
1718,206,9717
1719,206,9718
1720,206,9736
1721,207,9751
1722,207,9754
1723,207,9757
1724,207,9758
1725,207,9763
1726,207,9768
1727,207,9769
1728,207,9771
1729,207,9772
1730,207,9773
1731,207,9775
1732,207,9776
1733,208,9792
1734,208,9793
1735,208,9794
1736,208,9795
1737,208,9798
1738,208,9805
1739,208,9807
1740,209,9823
1741,209,9832
1742,209,9840
1743,209,9855
1744,209,9856
1745,210,9876
1746,210,9877
1747,210,9880
1748,210,9890
1749,210,9891
1750,210,9892
1751,211,9909
1752,211,9914
1753,211,9915
1754,211,9917
1755,211,9918
1756,211,9919
1757,211,9920
1758,211,9921
1759,211,9939
1760,212,9954
1761,212,9955
1762,212,9961
1763,212,9963
1764,212,9964
1765,212,9967
1766,212,9968
1767,212,9989
1768,212,9990
1769,213,9997
1770,213,9999
1771,213,10000
1772,213,10001
1773,213,10003
1774,213,10005
1775,213,10015
1776,214,10023
1777,214,10025
1778,214,10027
1779,214,10028
1780,214,10029
1781,214,10030
1782,214,10042
1783,215,10051
1784,215,10055
1785,215,10059
1786,215,10075
1787,215,10113
1788,215,10123
1789,216,10128
1790,216,10129
1791,216,10144
1792,216,10145
1793,216,10146
1794,216,10148
1795,216,10153
1796,216,10154
1797,216,10158
1798,216,10174
1799,217,10182
1800,217,10187
1801,217,10188
1802,217,10189
1803,217,10190
1804,217,10192
1805,217,10193
1806,217,10196
1807,217,10197
1808,218,10222
1809,218,10226
1810,218,10230
1811,218,10246
1812,218,10285
1813,218,10295
1814,219,10304
1815,219,10305
1816,219,10308
1817,219,10309
1818,219,10310
1819,219,10311
1820,219,10312
1821,219,10314
1822,219,10316
1823,219,10324
1824,220,10330
1825,220,10334
1826,220,10343
1827,220,10359
1828,220,10364
1829,220,10374
1830,220,10375
1831,220,10376
1832,220,10380
1833,221,10403
1834,221,10414
1835,221,10427
1836,221,10439
1837,221,10440
1838,221,10447
1839,221,10448
1840,221,10449
1841,221,10451
1842,221,10452
1843,222,10475
1844,222,10488
1845,222,10489
1846,222,10490
1847,222,10500
1848,222,10503
1849,223,10511
1850,223,10517
1851,223,10520
1852,223,10521
1853,223,10524
1854,223,10525
1855,223,10526
1856,223,10527
1857,224,10537
1858,224,10539
1859,224,10545
1860,224,10546
1861,224,10547
1862,224,10550
1863,224,10551
1864,224,10552
1865,224,10553
1866,225,10571
1867,225,10608
1868,225,10614
1869,225,10615
1870,225,10616
1871,225,10634
1872,225,10650
1873,226,10659
1874,226,10660
1875,226,10661
1876,226,10665
1877,227,10680
1878,227,10684
1879,227,10688
1880,227,10707
1881,227,10720
1882,227,10749
1883,227,10756
1884,227,10759
1885,228,10775
1886,228,10777
1887,228,10778
1888,228,10779
1889,228,10784
1890,228,10796
